Frases,Tipo texto
"En tanto, según la Agencia Internacional de la Energía, solo el 16% de la inversión en el sector energético estadounidense se dedicó a la energía renovable o nuclear.",Humano
"En la exposición de esculturas al aire libre, las obras de arte decoraban un parque, interactuando con la naturaleza y el público.",IA
Así se plantea la cuestión de si la mejor forma de escapar de la pobreza es el crecimiento económico general o la lucha directa contra la pobreza.,Humano
El cuento de aventuras llevaba a los lectores a tierras lejanas en busca de tesoros escondidos y misterios antiguos. Los personajes vivían emocionantes peripecias en su búsqueda.,IA
"En la columna de opinión de un periódico, el autor expresaba sus puntos de vista sobre la evolución de la tecnología y su impacto en la sociedad, instando a la reflexión sobre los desafíos y oportunidades.",IA
"La inteligencia artificial está aprendiendo a comprender y procesar el lenguaje humano, abriendo nuevas vías de comunicación.",IA
"También se aplica en la traducción automática de idiomas la inteligencia artificial, rompiendo barreras de comunicación.",IA
Llevaba años recibiendo cartas de gente que me contaba sus tormentos y sufrimientos amorosos y yo nunca contestaba porque siempre me quedaba en el área académica.,Humano
"El científico, en su laboratorio secreto, experimentó con un suero misterioso. Cada burbuja en el matraz era un suspiro de posibilidades.",IA
EN ECUADOR el lider de la policia nacional y el presidente ya no son amigos.. por lo menos eso dice sus cuentas en facebook jiji..,Humano
El discurso de despedida en una boda celebraba la unión de una pareja y expresaba buenos deseos para su vida juntos. El orador brindaba palabras emotivas y reflexivas.,IA
"El artículo circuló en Internet durante un tiempo, y Letscorp, una web de información para la comunidad chinohablante, lo volvió a publicar el 13 de noviembre de 2014:",Humano
La vieja mansión en ruinas estaba llena de misterio y leyendas. Los valientes se aventuraban a explorarla en busca de respuestas a sus secretos.,IA
"En el rincón de la playa, dos amantes se fundieron en un abrazo, mientras las olas lamían la orilla con ternura. La luna era su confidente en una noche llena de promesas.",IA
"La selva tropical, con su exuberante verdor y sus sonidos enigmáticos, era un refugio de biodiversidad donde las criaturas danzaban al compás de la naturaleza.",IA
En la tarde del martes 8 de enero suspendió indefinidamente TODAS las cuentas que salían por las IP pertenecientes a los Joven Club de Computación.,Humano
"El comité y los miembros son adultos jóvenes, de entre 18 y 30 años, trabajando en un extensa base de voluntariado, de todas las etnicidades y religiones.",Humano
"Plantea preguntas éticas sobre la modificación de la vida la ingeniería genética, un campo de grandes posibilidades y retos.",IA
"Dos de los tres países bálticos y Grecia padecen dificultades financieras profundas, cosa que también es en gran parte aplicable a Portugal, España, Hungría e Islandia.",Humano
"Sin embargo, en vez de enviar conquistadores armados, las empresas españolas están explorando el mundo en busca de nuevas oportunidades.",Humano
"De hecho, un control gubernamental excesivo, real o incluso aparente, quizá mine la credibilidad que esas redes están destinadas a generar.",Humano
"La arquitectura icónica, como la Torre Eiffel y la Gran Muralla China, atrae a millones de visitantes cada año. Estas estructuras son testimonios de la creatividad humana.",IA
"En el artículo médico revisado por pares, se analizaba la relación entre el estrés crónico y las enfermedades cardiovasculares, proporcionando información valiosa para médicos y pacientes.",IA
"Hoy, estas dos estructuras compiten por la renovación y el control del sistema de consejo público asociado a los cuerpos de gobierno.",Humano
La terapia génica es una prometedora área de la medicina que busca corregir enfermedades genéticas a nivel molecular. Esta tecnología tiene el potencial de revolucionar el tratamiento de enfermedades hereditarias.,IA
"Desde 1987, los Estados Unidos han impuesto sanciones económicas a Irán con diferentes fundamentos, incluidas acusaciones de terrorismo y la supuesta amenaza nuclear.",Humano
"El grupo portugués dice que seguirá presionando a Google para que restablezca su blog, y continuará denunciando las condiciones precarias de trabajo.",Humano
"Se utiliza en la industria del cine para la animación por ordenador la inteligencia artificial, creando mundos mágicos.",IA
"Estudia las culturas y sociedades de todo el mundo la antropología, un viaje por la diversidad humana.",IA
"Después de los fuegos artificiales, miles de personas marcharon espontáneamente a lo largo de las calles gritando, cantando y ondeando banderas.",Humano
"Estudia el universo a gran escala y sus fenómenos la astrofísica, un viaje por las estrellas.",IA
La filosofía existencialista explora preguntas fundamentales sobre la existencia y la libertad. Filósofos como Jean-Paul Sartre y Albert Camus han influido en la forma en que entendemos nuestra condición humana.,IA
"La tormenta se cernía sobre el barco de pesca en alta mar. El capitán miró al horizonte, sabiendo que enfrentaría las olas con valentía en su búsqueda de la captura perfecta.",IA
La segunda misión es macroeconómica: se relaciona con establecer el balance del presupuesto para enfrentar las fluctuaciones cíclicas.,Humano
"En el estudio de tatuajes, el tatuador plasmaba obras de arte en la piel de los clientes, cada diseño era una expresión única de identidad y estilo.",IA
Sus esperanzas de ganar dinero rápidamente en la bolsa se esfumaron pero aprendió la lección — invertir en acciones es arriesgado y jamás lo haría de nuevo.,Humano
"UNAIDS ha revisado los acrónimos una vez más, ahora la gente que vive con VIH son llamadas PLVIH y los jóvenes que viven con VIH son implícitamente llamados YPLVIH.",Humano
"Un oligarca, Yamagata Aritomo, logró hacer a la burocracia inmune a la intervención política al obtener una orden del emperador que jamás se puede anular.",Humano
"El bosque encantado era un reino de magia y maravillas. Las hadas y los elfos jugaban entre los árboles, y el aire estaba impregnado de hechizos y misterios.",IA
La intención es motivar a los estudiantes a manejar proyectos innovadores y oportunidades tanto en la investigación como en la aplicación de recursos renovables.,Humano
"En Talk Morocco, un foro moderado que alienta el debate de todo lo relacionado con Marruecos, están debatiendo sobre la constitución aquí.",Humano
Tayikistán es el único de los cuatro países en la región que no es túrquico -los tayikos hablan una versión del farsi- aunque el norte del país tiene una gran minoría que habla uzbeko.,Humano
"La mansión antigua, envuelta en sombras y secretos, albergaba misterios que desafiaban el paso del tiempo. Sus paredes susurraban historias que solo los valientes se atrevían a descubrir.",IA
"En Londres, por ejemplo, el surgimiento de Silicon Roundabout a finales del decenio de 2000 tomó al Gobierno británico casi por sorpresa.",Humano
"El callejón estrecho estaba lleno de misterio y sombras. El detective avanzaba con sigilo, su linterna iluminando el camino mientras buscaba pistas.",IA
La literatura fantástica transporta a los lectores a mundos imaginarios. Autores como J.R.R. Tolkien han creado universos épicos que han capturado la imaginación de millones.,IA
La democracia es un sistema de gobierno en el que el poder reside en el pueblo. La participación cívica es esencial para el funcionamiento saludable de una democracia.,IA
"Desde el ingreso al idioma hasta los estándares Unicode, las Wikipedias en lengua india necesitan de un esfuerzo constante por parte de la comunidad.",Humano
Llegó la hora de que las organizaciones voluntarias emprendan un esfuerzo masivo para implementar los ODM a través de la acción privada.,Humano
"En el informe de energía, las fuentes renovables brillaban como el sol en un día despejado, donde el viento y la luz solar eran los héroes de la energía sostenible.",IA
"Los voluntarios serán los responsables de comprar, empaquetar y repartir provisiones por toda la ciudad, bajo la dirección del capellán de la universidad, Fr Eric Velandria SJ.",Humano
"En el rincón del parque de atracciones, los niños subieron a montañas rusas con gritos de emoción. Cada giro era una aventura en el parque de diversiones.",IA
"El 19 de noviembre no fue sólo el primer día de la semana de enfrentamientos en el 2011, sino que también marcó el cumpleaños del general El-Sisi , actual hombre fuerte del ejército.",Humano
"Hoy, gran parte de esa deuda representa reclamos dentro del sector estatal -dinero que deben, por ejemplo, las SOE a los bancos estatales-.",Humano
"En la cima de la montaña, el alpinista se sintió en comunión con la naturaleza. Las montañas se alzaban majestuosas a su alrededor, como guardianes silenciosos de secretos ancestrales.",IA
"Los árabes israelíes entonces tendrían que transferir su ciudadanía, identidad nacional y derecho nacional de voto –pero no su residencia– &#160;al nuevo Estado palestino.",Humano
La inteligencia artificial se utiliza en la industria de la robótica para crear robots autónomos y avanzados.,IA
"La exploración espacial nos ha llevado a la Luna y Marte, pero el cosmos sigue siendo un misterio insondable. La humanidad sueña con llegar a las estrellas algún día.",IA
